time_bucket,as_collateral_tx_count,as_debt_tx_count,liquidation_tx_count,unique_liquidated_users,unique_liquidators,liquidated_collateral_value_usd,liquidated_collateral_value_eth,liquidation_debt_covered_value_usd,liquidation_debt_covered_value_eth,borrow_tx_count,unique_borrowers,borrow_amount_value_usd,borrow_amount_value_eth,liquidation_rate,liquidation_volume_ratio_eth,liquidation_severity_usd,liquidation_severity_eth,avg_liquidation_debt_usd,avg_liquidation_debt_eth,liquidator_concentration,liquidation_user_ratio,market_stress_index_usd,market_stress_index_eth
2025-04-01 00:00:00.000 UTC,6,6,12,12,12,83457.13917558301,44.521713126791475,79215.71182632571,42.262463076257454,861.0,603.0,295655002.0869922,157527.25014451818,0.013937282229965157,0.0002682866807964028,6954.761597965251,3.7101427605659563,6601.309318860476,3.5218719230214544,1.0,0.01990049751243781,0.0032151951944185664,0.003219440169556834
2025-04-02 00:00:00.000 UTC,27,27,54,51,41,933136.5389787264,501.70240045698495,907043.3671373248,487.46671403909886,895.0,610.0,263365998.9966048,140443.12862894734,0.060335195530726256,0.003470918932082413,17280.30627738382,9.290785193647869,16797.09939143194,9.027161371094424,0.7592592592592593,0.08360655737704918,0.1859782280629436,0.1874296223324503
2025-04-03 00:00:00.000 UTC,74,74,148,147,55,1239253.364366173,695.940476587922,1164971.9120343493,654.2396827123094,868.0,655.0,227103283.1268962,126283.40596153153,0.17050691244239632,0.005180725668039109,8373.333543014684,4.70230051748596,7871.431838069928,4.420538396704794,0.3716216216216216,0.22442748091603054,0.7591957307140498,0.766747398869788
2025-04-04 00:00:00.000 UTC,12,12,24,23,17,18543.8602673799,10.33557228003082,17143.93878525979,9.555658860700808,741.0,569.0,217732247.91219062,120225.72102700244,0.032388663967611336,7.948098609077692e-05,772.6608444741624,0.4306488450012842,714.3307827191579,0.39815245252920034,0.7083333333333334,0.040421792618629174,0.0018897271065339424,0.0019075436661786461
2025-04-05 00:00:00.000 UTC,4,4,8,8,8,132.97715402450362,0.0743062736005876,126.73301681415464,0.0708169147186646,519.0,404.0,128024899.86069097,71004.92760647979,0.015414258188824663,9.973521149284569e-07,16.622144253062952,0.00928828420007345,15.84162710176933,0.008852114339833074,1.0,0.019801980198019802,7.919273013425227e-06,7.978816919427655e-06
2025-04-06 00:00:00.000 UTC,1059,1059,2118,2087,401,45410545.20511867,27618.565484934028,43011624.03996829,26162.28559946525,1057.0,708.0,303370795.65287447,177134.018008566,2.0037842951750235,0.14769769180192183,21440.295186552725,13.039927046711062,20307.660075527994,12.352353918538833,0.18932955618508027,2.9477401129943503,300.28803372652413,312.8237112364704
2025-04-07 00:00:00.000 UTC,904,904,1808,1752,292,47465110.05690096,31916.6354265402,44687568.1662392,30059.38193456976,1701.0,1136.0,437796022.0876094,287549.78551966295,1.0629041740152851,0.10453626971150798,26252.8263589054,17.65300631998905,24716.5753131854,16.625764344341682,0.16150442477876106,1.5422535211267605,184.54969704679542,189.00157563840645
2025-04-08 00:00:00.000 UTC,31,31,62,62,42,42235.857882885095,27.982700073767173,39950.057401165934,26.473826239637795,1267.0,798.0,280705517.1429453,182123.026271526,0.0489344909234412,0.0001453623233789677,681.2235142400822,0.45133387215753507,644.3557645349345,0.42699719741351283,0.6774193548387096,0.07769423558897243,0.008823850646337528,0.009012464049495999
2025-04-09 00:00:00.000 UTC,195,195,390,383,95,1943256.738791666,1338.19657891481,1798063.0077810397,1238.4368346185452,1625.0,1034.0,358037817.89088506,236706.99272886847,0.24,0.005231940215797043,4982.709586645297,3.4312732792687437,4610.417968669332,3.1754790631244747,0.24358974358974358,0.3704061895551257,1.9585768262287742,2.040456684160847
2025-04-10 00:00:00.000 UTC,12,12,24,24,23,42433.25882652306,27.496043128033698,40139.25871067769,26.01303604339538,1128.0,784.0,371419356.55224293,236049.81059425604,0.02127659574468085,0.0001102014696724708,1768.0524511051274,1.1456684636680707,1672.4691129449038,1.0838765018081409,0.9583333333333334,0.030612244897959183,0.002593677987056561,0.0026448352721392993
2025-04-11 00:00:00.000 UTC,4,4,8,8,8,2769.2440657786815,1.7914510936682448,2587.05724662729,1.6735155195762843,982.0,732.0,525538184.3521898,337689.35120929615,0.008146639511201629,4.95578410626001e-06,346.1555082223352,0.2239313867085306,323.38215582841127,0.20918943994703554,1.0,0.01092896174863388,3.9381454267742754e-05,3.964627285008008e-05
2025-04-12 00:00:00.000 UTC,2,2,4,3,3,7641.751720478241,4.791817294796289,7344.22267512819,4.605251277553135,898.0,678.0,210365634.37054276,130458.73830023964,0.004454342984409799,3.5300443171192897e-05,1910.4379301195602,1.1979543236990722,1836.0556687820474,1.1513128193882838,0.75,0.004424778761061947,0.00013964681440680393,0.00014120177268477159
2025-04-13 00:00:00.000 UTC,2,2,4,4,4,112.59070811888763,0.0688501517870623,106.8965585781256,0.0653693876312822,785.0,609.0,275054673.03949213,171135.29948657157,0.005095541401273885,3.819748925405744e-07,28.14767702972191,0.017212537946765576,26.7241396445314,0.01634234690782055,1.0,0.006568144499178982,1.55454997214721e-06,1.5278995701622976e-06
2025-04-14 00:00:00.000 UTC,0,0,0,0,0,0.0,0.0,0.0,0.0,931.0,693.0,222218037.77258146,135635.06677505135,0.0,0.0,,,,,,0.0,0.0,0.0
2025-04-15 00:00:00.000 UTC,2,2,4,4,4,20.68140682736822,0.0127527474401388,19.423602749016673,0.0119794457413508,892.0,680.0,360688847.43402386,221432.88297919673,0.004484304932735426,5.4099669300138454e-08,5.170351706842055,0.0031881868600347,4.855900687254168,0.0029948614353377,1.0,0.0058823529411764705,2.154056371545514e-07,2.1639867720055381e-07
2025-04-16 00:00:00.000 UTC,40,40,80,77,32,641391.4709197312,403.4045551003341,603331.2101830175,379.4671364095375,833.0,629.0,373853129.4672899,236237.21769385147,0.09603841536614646,0.0016062970099034223,8017.39338649664,5.042556938754176,7541.640127287719,4.743339205119218,0.4,0.12241653418124006,0.12910550430169518,0.1285037607922738
2025-04-17 00:00:00.000 UTC,6,6,12,11,10,185.5208094949163,0.1172136888943522,177.03778497611864,0.1118547676827967,764.0,597.0,224443242.34163475,140556.19938798103,0.015706806282722512,7.958010259941719e-07,15.460067457909693,0.009767807407862683,14.753148748009886,0.009321230640233059,0.8333333333333334,0.018425460636515914,9.465437219445e-06,9.549612311930063e-06
2025-04-18 00:00:00.000 UTC,4,4,8,8,7,182758.0826223165,114.6513203097411,175152.39229896676,109.88026075158066,560.0,447.0,234619127.4746189,147867.65265011316,0.014285714285714285,0.0007430987019965829,22844.76032778956,14.331415038717637,21894.049037370845,13.735032593947583,0.875,0.017897091722595078,0.005972314164979229,0.005944789615972663
2025-04-19 00:00:00.000 UTC,0,0,0,0,0,0.0,0.0,0.0,0.0,562.0,434.0,164380464.31454554,102489.70847453592,0.0,0.0,,,,,,0.0,0.0,0.0
2025-04-20 00:00:00.000 UTC,6,6,12,12,9,13337.916798629769,8.43138066011219,12772.360771453126,8.074046883931883,522.0,396.0,107341081.66128111,67238.77889362437,0.022988505747126436,0.00012008021288883742,1111.4930665524807,0.7026150550093492,1064.3633976210938,0.6728372403276569,0.75,0.030303030303030304,0.0014278627239949157,0.001440962554666049
2025-04-21 00:00:00.000 UTC,9,9,18,18,17,494486.7814592434,309.02812134554637,464856.3045438796,290.52820795702974,977.0,722.0,289139233.3319221,179854.03473809623,0.01842374616171955,0.0016153555208260823,27471.487858846856,17.168228963641464,25825.350252437755,16.14045599761276,0.9444444444444444,0.024930747922437674,0.02893904568178862,0.029076399374869482
2025-04-22 00:00:00.000 UTC,19,19,38,38,28,1006744.4724534733,638.3885035776732,957792.9877049052,607.3565329279704,1253.0,930.0,727265093.9092934,434012.39033944235,0.030327214684756583,0.0013993990642823702,26493.275590880876,16.799697462570347,25205.078623813297,15.983066655999222,0.7368421052631579,0.04086021505376344,0.050045208875824074,0.05317716444273007
2025-04-23 00:00:00.000 UTC,6,6,12,11,11,4946.214247607813,2.742707671501531,4835.453080375474,2.680942379750395,1380.0,1010.0,429036708.0661464,239369.1963051166,0.008695652173913044,1.1200030835768358e-05,412.18452063398445,0.2285589726251276,402.95442336462287,0.2234118649791996,0.9166666666666666,0.01089108910891089,0.00013524585629526057,0.00013440037002922028
2025-04-24 00:00:00.000 UTC,4,4,8,8,8,3623.749509607315,2.069979357009403,3431.4834715819907,1.9602239509576291,819.0,682.0,424817099.60288197,240334.12946674717,0.009768009768009768,8.15624462204752e-06,452.96868870091436,0.25874741962617537,428.93543394774883,0.24502799386970364,1.0,0.011730205278592375,6.46204397099784e-05,6.524995697638016e-05
2025-04-25 00:00:00.000 UTC,4,4,8,6,6,4667.768167578103,2.599557759792716,4463.9060818519265,2.486007828933764,934.0,735.0,595160777.4837347,332926.98432748416,0.008565310492505354,7.467126264804052e-06,583.4710209472629,0.3249447199740895,557.9882602314908,0.3107509786167205,0.75,0.00816326530612245,6.000269171936716e-05,5.973701011843242e-05
2025-04-26 00:00:00.000 UTC,0,0,0,0,0,0.0,0.0,0.0,0.0,730.0,566.0,213191648.67726994,118271.0065240554,0.0,0.0,,,,,,0.0,0.0,0.0
2025-04-27 00:00:00.000 UTC,2,2,4,4,4,12.961025903217251,0.0071049273607288,12.423799811343686,0.0068100479993095,655.0,515.0,255682461.55679846,140997.04431159454,0.0061068702290076335,4.8299225225315545e-08,3.240256475804313,0.0017762318401822,3.1059499528359216,0.001702511999827375,1.0,0.007766990291262136,1.9436295685981272e-07,1.9319690090126218e-07
