time_bucket,as_collateral_tx_count,as_debt_tx_count,liquidation_tx_count,unique_liquidated_users,unique_liquidators,liquidated_collateral_value_usd,liquidated_collateral_value_eth,liquidation_debt_covered_value_usd,liquidation_debt_covered_value_eth
2025-06-16 00:00:00.000 UTC,1,1,2,2,2,176.5643298330833,0.06864632340814524,165.76332686903416,0.06444701255352223
2025-06-17 00:00:00.000 UTC,7,7,14,14,13,389274.2609981507,151.42840548112164,366788.45600347634,142.68527071369098
2025-06-18 00:00:00.000 UTC,4,4,8,8,8,50112.31481223396,19.95225414405688,46502.46908067714,18.51522319231347
2025-06-19 00:00:00.000 UTC,3,3,6,5,5,60.15532227759658,0.023723863967761737,58.06391206838077,0.022899056097479168
2025-06-20 00:00:00.000 UTC,25,25,50,48,35,252956.08270102498,102.56587717615962,234554.89252300438,95.11250628149104
2025-06-21 00:00:00.000 UTC,84,84,168,168,91,3990264.032071625,1695.5228892857508,3706689.807887352,1575.3510248822913
2025-06-22 00:00:00.000 UTC,82,82,164,163,93,1957349.6322084893,887.5043156713385,1844164.879418601,836.296269972537
2025-06-23 00:00:00.000 UTC,2,2,4,4,4,1978.8529168959828,0.8221165905515928,1923.7489775408224,0.799202219317012
2025-06-24 00:00:00.000 UTC,0,0,0,0,0,0.0,0.0,0.0,0.0
2025-06-25 00:00:00.000 UTC,0,0,0,0,0,0.0,0.0,0.0,0.0
2025-06-26 00:00:00.000 UTC,0,0,0,0,0,0.0,0.0,0.0,0.0
2025-06-27 00:00:00.000 UTC,1,1,2,2,2,53.710403543226384,0.02233845853312572,51.26015225978499,0.021319408993273364
2025-06-28 00:00:00.000 UTC,0,0,0,0,0,0.0,0.0,0.0,0.0
2025-06-29 00:00:00.000 UTC,2,2,4,4,4,15881.8181001823,6.3894503776902365,14876.48156268789,5.985158057417038
2025-06-30 00:00:00.000 UTC,1,1,2,2,2,10.708369229533378,0.00426597792925035,10.3233560262,0.004112595795282095
2025-07-01 00:00:00.000 UTC,1,1,2,2,2,104.73058400684586,0.043226406559967255,100.19824276578495,0.04135585576065903
2025-07-02 00:00:00.000 UTC,3,3,6,5,5,66.62630762707832,0.026124294380078048,61.508250071967694,0.02411727870418798
2025-07-03 00:00:00.000 UTC,3,3,6,6,6,78.19718336583117,0.030296494598439295,74.37529685035275,0.028815078675717302
2025-07-04 00:00:00.000 UTC,6,6,12,11,10,24684.349678014936,9.689310385048522,23528.933280975027,9.2357895153681
2025-07-05 00:00:00.000 UTC,1,1,2,1,1,0.10973569658366668,4.355807757419885e-05,0.105922483186625,4.2044474889509294e-05
2025-07-06 00:00:00.000 UTC,2,2,4,4,4,11.529168138802714,0.00455981944372066,11.040113329448182,0.004366252159368766
2025-07-07 00:00:00.000 UTC,3,3,6,6,6,1738.3880870633961,0.6847209966908071,1636.281938371475,0.6444836786413948
2025-07-08 00:00:00.000 UTC,1,1,2,2,2,1217.176937586708,0.4734977770333942,1137.9313876608826,0.4426727582760101
2025-07-09 00:00:00.000 UTC,2,2,4,4,4,49.63791746603607,0.019028444210664873,47.53670589804971,0.018222996979465868
2025-07-10 00:00:00.000 UTC,7,7,14,13,13,32808.95370156855,11.73208460276603,31112.85964717452,11.126213931337807
2025-07-11 00:00:00.000 UTC,5,5,10,10,10,45319.411255457286,15.189513813663526,42907.53823794645,14.381093953825845
2025-07-12 00:00:00.000 UTC,4,4,8,7,7,174.35668593807304,0.05882463438680612,169.9409230993839,0.05733232168576662
2025-07-13 00:00:00.000 UTC,5,5,10,10,7,20135.870140986404,6.832755421110824,17112.866668204464,5.806711742027324
2025-07-14 00:00:00.000 UTC,6,6,12,12,12,9601.463882673886,3.1645886034554147,8974.969019186374,2.958069122604066
2025-07-15 00:00:00.000 UTC,5,5,10,10,10,66262.55677378604,21.400898621431498,63438.435870688576,20.48750265131815
2025-07-16 00:00:00.000 UTC,12,12,24,24,23,117715.27206516801,36.47083404946008,107669.57392267209,33.374343189120935
2025-07-17 00:00:00.000 UTC,7,7,14,13,13,486552.64639780804,141.784385455195,461209.1644362756,134.3910400618366
2025-07-18 00:00:00.000 UTC,7,7,14,14,13,373588.3898385178,103.6277980189838,356246.7189815168,98.80786189721141
2025-07-19 00:00:00.000 UTC,3,3,6,6,6,74.7572475256712,0.020870235986702568,71.71285234687099,0.020020497759213815
2025-07-20 00:00:00.000 UTC,9,9,18,18,18,445758.251142062,121.98311538193643,425540.8716308313,116.44872911152389
2025-07-21 00:00:00.000 UTC,20,20,40,33,29,552018.4130508901,145.4755819467941,415976.8271681181,109.60441126706175
2025-07-22 00:00:00.000 UTC,12,12,24,23,20,735176.3273130552,201.62917436541795,702424.5701284244,192.64739825026723
2025-07-23 00:00:00.000 UTC,11,11,22,21,18,79850.03526649042,22.16159463889758,74402.51558366275,20.649198978312718
2025-07-24 00:00:00.000 UTC,8,8,16,16,14,73125.03998697017,20.371523522383065,67763.86843178073,18.88009106312156
2025-07-25 00:00:00.000 UTC,4,4,8,8,8,877.7307020179643,0.2358132526587945,835.1019337767078,0.22435815814787308
2025-07-26 00:00:00.000 UTC,7,7,14,14,14,1252.1399188217165,0.333410956458177,1180.1009174759865,0.31422913262864677
2025-07-27 00:00:00.000 UTC,2,2,4,4,4,363.0343975319475,0.09633274665603642,344.03708854825993,0.09129184303762417
2025-07-28 00:00:00.000 UTC,8,8,16,16,16,613990.5707076907,160.30792807602617,586308.1859073566,153.08156018500156
2025-07-29 00:00:00.000 UTC,1,1,2,2,2,21560.590627633977,5.7385824264632905,20422.49563132445,5.435691521503583
2025-07-30 00:00:00.000 UTC,3,3,6,6,6,5107.158783276567,1.357043492421527,4727.25279867858,1.2562299479626948
2025-07-31 00:00:00.000 UTC,13,13,26,25,17,18340.852085303584,4.939187184238473,17553.18520338991,4.7270722335051625
2025-08-01 00:00:00.000 UTC,62,62,124,123,81,6664855.474393759,1888.8091107247747,6329896.371282909,1793.9312728480231
2025-08-02 00:00:00.000 UTC,19,19,38,38,25,979775.1201508447,286.79032894980946,928329.8571840235,271.7718323407288
2025-08-03 00:00:00.000 UTC,2,2,4,4,4,14367.459568202365,4.219118083992632,12910.360189101295,3.7912804561493783
2025-08-04 00:00:00.000 UTC,5,5,10,10,10,519304.4493294847,143.5853856826405,496346.91285022366,137.2274032476875
2025-08-05 00:00:00.000 UTC,6,6,12,12,12,93479.00953950801,25.601953701481083,89236.67771969564,24.440027110928778
2025-08-06 00:00:00.000 UTC,1,1,2,2,2,20.646649841338206,0.005736890568537657,19.298511849657,0.005362297854545334
2025-08-07 00:00:00.000 UTC,4,4,8,8,8,252994.75640703447,65.89707648282689,241891.34723599156,63.00391552492041
2025-08-08 00:00:00.000 UTC,8,8,16,16,16,2836290.8719754387,701.6881983154815,2706447.7040295484,669.5574611548693
2025-08-09 00:00:00.000 UTC,9,9,18,17,17,176086.43789383996,42.00386887160738,168461.67936881175,40.18498375389512
2025-08-10 00:00:00.000 UTC,5,5,10,9,9,1135836.7368532412,268.02411080012394,1079500.1918471856,254.73483570465214
2025-08-11 00:00:00.000 UTC,8,8,16,16,16,6314.010667668865,1.4874890459686814,5892.875828975651,1.3882336182551136
2025-08-12 00:00:00.000 UTC,10,10,20,20,20,96751.53328317423,21.287359317577984,93814.46026023455,20.637433046660767
2025-08-13 00:00:00.000 UTC,7,7,14,14,13,62663.00003089512,13.388695872654678,59780.396272411184,12.772854766120279
2025-08-14 00:00:00.000 UTC,16,16,32,32,24,1915783.4791443872,414.99103543817967,1804114.3535964813,390.86739835088434
2025-08-15 00:00:00.000 UTC,7,7,14,14,9,447339.2472230243,101.01897047571248,426439.04271587485,96.30267616606585
2025-08-16 00:00:00.000 UTC,5,5,10,10,10,2420.9164923059475,0.5439156103694557,2243.9370909044956,0.5041550387969902
2025-08-17 00:00:00.000 UTC,14,14,28,28,26,39916.340369612226,8.817892838681894,38069.614417812816,8.409824179411872
2025-08-18 00:00:00.000 UTC,24,24,48,47,36,509251.9994503177,117.60523531463775,484946.8806153566,111.99158214948218
2025-08-19 00:00:00.000 UTC,18,18,36,35,28,4200611.6513864305,983.4678861551819,3967545.2770630377,928.9260785875517
2025-08-20 00:00:00.000 UTC,1,1,2,2,2,1683.5510109367094,0.4018454680524535,1602.0617552938043,0.3823952100802811
2025-08-21 00:00:00.000 UTC,1,1,2,2,2,574.0224103830686,0.13437070640645243,533.3177542424445,0.12484622361252849
2025-08-22 00:00:00.000 UTC,9,9,18,18,17,298299.65780307027,63.756975540409485,287948.18931024097,61.54901616794274
2025-08-23 00:00:00.000 UTC,7,7,14,13,12,10120.274305119394,2.1458848929660137,9648.888365043424,2.045931155098424
2025-08-24 00:00:00.000 UTC,16,16,32,32,25,4148724.0756587116,845.4805025049365,3859058.5163075393,786.4562226360702
2025-08-25 00:00:00.000 UTC,31,31,62,61,44,2584713.9726315564,578.4399123075264,2467341.3899623333,552.2220715140384
2025-08-26 00:00:00.000 UTC,7,7,14,14,12,146984.32115118578,33.52390295528794,139605.96319650713,31.842255596694613
2025-08-27 00:00:00.000 UTC,6,6,12,11,11,9983.989923271158,2.1678451928026155,9403.975221065366,2.041974476912678
2025-08-28 00:00:00.000 UTC,4,4,8,8,8,138249.6853722565,30.13073221240919,130021.36687885044,28.338042253238815
2025-08-29 00:00:00.000 UTC,19,19,38,38,31,1246619.2203006474,283.27195085908056,1178251.5736439787,267.7527308510947
2025-08-30 00:00:00.000 UTC,2,2,4,4,4,28.75454531433684,0.006602299866287896,27.33794942568052,0.006277118456279702
2025-08-31 00:00:00.000 UTC,2,2,4,4,3,121.23986520424593,0.027311483992648586,115.45017488126125,0.02600790875540584
2025-09-01 00:00:00.000 UTC,14,14,28,28,18,111652.45251557491,25.816747494711947,104599.66651478311,24.18910148393759
2025-09-02 00:00:00.000 UTC,1,1,2,2,2,26.479087084800007,0.006128812388795216,25.240823111959386,0.005842197750454643
2025-09-03 00:00:00.000 UTC,2,2,4,3,3,17.174476222415368,0.003842088830488464,16.986832653556295,0.0038001076720631634
2025-09-04 00:00:00.000 UTC,8,8,16,14,15,168417.4545949217,38.16907674080039,159470.68017272977,36.13798048589327
2025-09-05 00:00:00.000 UTC,1,1,2,2,2,1056.2621088800586,0.24418185207653714,1004.1263232457418,0.23212997072834277
2025-09-06 00:00:00.000 UTC,0,0,0,0,0,0.0,0.0,0.0,0.0
2025-09-07 00:00:00.000 UTC,2,2,4,4,4,4.5347955481588595,0.0010536982982709438,4.3351266335575005,0.0010072910170372666
2025-09-08 00:00:00.000 UTC,3,3,6,6,6,903.7156279807991,0.20998030031280818,861.1045605695423,0.2000805548404003
2025-09-09 00:00:00.000 UTC,1,1,2,2,2,268.24749737891665,0.06255859965199209,256.6538207063498,0.05985481292991922
2025-09-10 00:00:00.000 UTC,3,3,6,6,6,7698.275216424302,1.775943860604387,7353.96433495874,1.6965302478975404
2025-09-11 00:00:00.000 UTC,1,1,2,2,2,1726.512976212313,0.39048538587795434,1645.2476281950555,0.3721068811006409
2025-09-12 00:00:00.000 UTC,1,1,2,2,2,61.77075167990105,0.013737703885184091,57.46091991730858,0.012779180719478301
2025-09-13 00:00:00.000 UTC,6,6,12,12,12,20537.49926502043,4.398767720208248,19596.599734079264,4.197194121759399
2025-09-14 00:00:00.000 UTC,0,0,0,0,0,0.0,0.0,0.0,0.0
2025-09-15 00:00:00.000 UTC,6,6,12,12,11,195090.32182613964,42.93125537420374,187288.82909703502,41.21502250764752
2025-09-16 00:00:00.000 UTC,3,3,6,6,5,1204051.506630534,270.08306119823123,1147055.2844509,257.30072794359904
2025-09-17 00:00:00.000 UTC,1,1,2,2,2,22.952655658945826,0.005013781884998144,22.066284945916713,0.004819948645489804
2025-09-18 00:00:00.000 UTC,3,3,6,6,6,128808.01649842925,27.99163374744564,123858.91625727642,26.916145681115626
2025-09-19 00:00:00.000 UTC,3,3,6,6,6,1922.305633291524,0.42681778212012356,1796.8256604377546,0.3989708304344788
2025-09-20 00:00:00.000 UTC,0,0,0,0,0,0.0,0.0,0.0,0.0
2025-09-21 00:00:00.000 UTC,0,0,0,0,0,0.0,0.0,0.0,0.0
2025-09-22 00:00:00.000 UTC,119,119,238,227,107,15116259.173498616,3589.5226248043596,14223327.583033329,3377.3965073737795
2025-09-23 00:00:00.000 UTC,9,9,18,18,17,7678.323893623958,1.8367150000103498,7335.886052795184,1.7547936331328196
2025-09-24 00:00:00.000 UTC,5,5,10,10,10,210555.24204874426,50.55541588814046,201348.84594920112,48.34324726209862
2025-09-25 00:00:00.000 UTC,97,97,194,193,83,3715219.779838203,928.2107373125842,3511678.806239956,877.3577311736146
2025-09-26 00:00:00.000 UTC,4,4,8,8,8,52.128565136417336,0.013249323895557377,49.7818868350691,0.01265258068651195
2025-09-27 00:00:00.000 UTC,2,2,4,4,4,13979.150822708414,3.477692358831048,12661.387577550164,3.1498496086220396
2025-09-28 00:00:00.000 UTC,1,1,2,1,1,5.704583930975946,0.001426411354689765,5.4589319913645395,0.001364986942286856
2025-09-29 00:00:00.000 UTC,0,0,0,0,0,0.0,0.0,0.0,0.0
2025-09-30 00:00:00.000 UTC,2,2,4,4,4,321.71609556105017,0.07740938847121402,309.0169901943706,0.07437587185920042
2025-10-01 00:00:00.000 UTC,1,1,2,2,2,86.02041933381479,0.01992645991265386,82.7065797881765,0.01915881590217104
2025-10-02 00:00:00.000 UTC,0,0,0,0,0,0.0,0.0,0.0,0.0
2025-10-03 00:00:00.000 UTC,2,2,4,3,3,101.8669929799159,0.022521971628379787,96.69976616416078,0.021380007607645017
2025-10-04 00:00:00.000 UTC,2,2,4,4,4,4973.209363375912,1.1066538426988486,4790.253803033161,1.0659371106898747
2025-10-05 00:00:00.000 UTC,1,1,2,1,1,4578.681679649441,1.014198251920181,4381.513569042528,0.9705246429858193
2025-10-06 00:00:00.000 UTC,2,2,4,4,4,1739.4810697863284,0.3713354864507108,1655.634436828335,0.35343519598914713
2025-10-07 00:00:00.000 UTC,13,13,26,25,22,616430.7772975609,136.61444631532044,584362.7673291772,129.51087837043332
2025-10-08 00:00:00.000 UTC,3,3,6,5,4,4941.164754509,1.1107960019292509,4703.277620469351,1.0573184351348812
2025-10-09 00:00:00.000 UTC,14,14,28,28,23,1378016.4136736435,317.31024058864523,1311094.9947083183,301.9030012507422
2025-10-10 00:00:00.000 UTC,792,792,1584,1151,288,147779564.578306,38016.83810628563,122082771.9029602,31455.219472382443
2025-10-11 00:00:00.000 UTC,110,110,220,218,117,473346.80139615334,126.69365559606555,447734.09767107654,119.84361221966404
2025-10-12 00:00:00.000 UTC,10,10,20,19,16,15170383.31111262,4064.621005812005,14350743.285139,3845.026757080753
2025-10-13 00:00:00.000 UTC,7,7,14,10,12,23221.14908806354,5.5645526778865815,21584.181687034325,5.172951545808173
2025-10-14 00:00:00.000 UTC,7,7,14,14,11,869808.2007818003,211.21671678088768,823859.7715370768,200.06183819512256
2025-10-15 00:00:00.000 UTC,8,8,16,16,16,112574.87340982995,28.294388248447728,106897.36198718469,26.867743949366126
2025-10-16 00:00:00.000 UTC,32,32,64,57,47,2470618.146268886,628.3103865278821,2342540.5536162164,595.7337313335936
2025-10-17 00:00:00.000 UTC,106,106,212,211,117,5976384.276897224,1590.1685868411757,5648731.830865892,1503.0481162208882
2025-10-18 00:00:00.000 UTC,1,1,2,2,2,1143.2224627902876,0.2970451545598406,1090.129149954209,0.2832522505199557
2025-10-19 00:00:00.000 UTC,0,0,0,0,0,0.0,0.0,0.0,0.0
2025-10-20 00:00:00.000 UTC,6,6,12,12,12,141510.18685375171,34.74488612282113,141151.1647508464,34.65662711041108
2025-10-21 00:00:00.000 UTC,7,7,14,14,12,1727396.3141908816,433.6773121179762,1639942.635083635,411.6266372238742
2025-10-22 00:00:00.000 UTC,17,17,34,32,29,588367.7141428917,153.7354693727459,556675.5478757867,145.4551292105593
2025-10-23 00:00:00.000 UTC,1,1,2,2,2,15.452564892233339,0.004037802500942743,14.899615948687098,0.003893315219567613
2025-10-24 00:00:00.000 UTC,0,0,0,0,0,0.0,0.0,0.0,0.0
2025-10-25 00:00:00.000 UTC,0,0,0,0,0,0.0,0.0,0.0,0.0
2025-10-26 00:00:00.000 UTC,4,4,8,7,7,78215.36027973816,18.94036350404672,75351.40545849242,18.247536160447464
2025-10-27 00:00:00.000 UTC,3,3,6,6,6,2079.886411128828,0.4951780286676612,1990.0229229710499,0.4737826328133547
2025-10-28 00:00:00.000 UTC,7,7,14,14,12,491744.49171905994,123.2087839762633,469806.5802642015,117.71455222355627
2025-10-29 00:00:00.000 UTC,10,10,20,20,16,623243.8111645434,158.40551491114104,591332.0672060701,150.2978188086715
2025-10-30 00:00:00.000 UTC,33,33,66,64,53,985768.7949366951,257.6383000984575,936360.0058814208,244.7129481345864
2025-10-31 00:00:00.000 UTC,0,0,0,0,0,0.0,0.0,0.0,0.0
2025-11-01 00:00:00.000 UTC,0,0,0,0,0,0.0,0.0,0.0,0.0
2025-11-02 00:00:00.000 UTC,0,0,0,0,0,0.0,0.0,0.0,0.0
2025-11-03 00:00:00.000 UTC,99,99,198,194,119,2081783.936851512,564.931309588489,1934746.3038680856,525.07453965215
2025-11-04 00:00:00.000 UTC,575,575,1150,1132,356,98856497.005082,29735.073448798612,93395141.84328505,28088.883520857773
2025-11-05 00:00:00.000 UTC,13,13,26,24,18,312.6830631035514,0.09599266559311259,294.1666550214113,0.09030687956403122
2025-11-06 00:00:00.000 UTC,7,7,14,14,12,78928.20697514337,23.621703066444677,73407.5946818545,21.97356360955036
2025-11-07 00:00:00.000 UTC,5,5,10,10,9,64969.79998140688,20.096654082800402,61921.83603651954,19.153856772076818
2025-11-08 00:00:00.000 UTC,1,1,2,2,2,4.493945681750001,0.0013009185737612994,4.177332388803937,0.0012092505641804027
2025-11-09 00:00:00.000 UTC,3,3,6,6,6,13336.279569702168,3.847085439535785,12523.100939382468,3.613977519658904
2025-11-10 00:00:00.000 UTC,9,9,18,16,15,6333.106119078096,1.7760069885670342,5904.136010386095,1.655672163154556
2025-11-11 00:00:00.000 UTC,4,4,8,8,8,23993.19340404428,6.910846817031688,22700.92175290013,6.538948948663457
2025-11-12 00:00:00.000 UTC,3,3,6,6,4,148715.9198815824,43.60788167913938,142224.39542308793,41.704386587469955
2025-11-13 00:00:00.000 UTC,64,64,128,127,67,629108.2104787447,195.14148776659692,601862.3126690659,186.6967910320747
