time_bucket,avg_total_collateral_base,avg_total_debt_base,avg_available_borrows_base,avg_current_liquidation_threshold,avg_ltv,sampled_user_count,account_data_call_count,borrow_amount_value_usd,collateralization_ratio,borrow_capacity_utilization,remaining_borrow_capacity,risk_buffer,ltv_utilization,distance_to_liquidation,debt_expansion_ratio,capital_efficiency,overcollateral_margin,has_sampled_borrow_position
2025-10-14 00:00:00.000 UTC,58627470.84795054,30453013.90561704,14636107.89562919,0.7722806852869353,0.7448834661172161,87,142,2891821055.457352,1.925177948877393,0.6753960309951156,0.24964590291789518,0.027397219169719156,0.9645242724676716,0.035475727532328416,0.5194325026333896,49.325359147032735,28174456.9423335,1
2025-10-21 00:00:00.000 UTC,71138680.50845295,40903130.8124328,14928454.198320895,0.814986966854284,0.7841876860537835,60,109,3183114548.8668413,1.739198909605957,0.7326163282764491,0.20985002943015008,0.030799280800500428,0.9622088670701316,0.037791132929868354,0.5749773614028805,44.74520086844473,30235549.69602015,1
2025-10-28 00:00:00.000 UTC,33335678.654443376,17268754.718001097,8431440.192959089,0.8441521103521104,0.8196534080784081,71,195,2680395969.9369326,1.9304043168610172,0.6719308852648666,0.252925410049669,0.02449870227370221,0.9709783320171013,0.029021667982898736,0.5180261934070244,80.4062217458308,16066923.936442278,1
2025-11-04 00:00:00.000 UTC,25836549.875875976,12543901.51546841,7314274.644252002,0.8156777724127724,0.7879797731435232,150,272,3328497413.9722576,2.059690108696712,0.6316744002358078,0.28309796313328445,0.027697999269249207,0.9660429642610971,0.03395703573890285,0.48550992975965657,128.82902051407925,13292648.360407567,1
2025-11-11 00:00:00.000 UTC,8277637.636710781,4050295.819588597,2401677.1063706563,0.7929094557265651,0.7644449620691808,84,146,2959175908.3927417,2.043711868322638,0.6277608207704026,0.29014040137724506,0.02846449365738435,0.9641012054380137,0.0358987945619863,0.4893057654065213,357.49039016506237,4227341.817122184,1
2025-11-18 00:00:00.000 UTC,11114353.767679224,5054435.423806928,3527663.246145994,0.8075383773478062,0.7766113511968876,144,374,2003652190.4461179,2.1989308074507066,0.5889509801959263,0.31739706328266365,0.03092702615091858,0.9617020973634813,0.038297902636518666,0.4547664695094854,180.27608553119668,6059918.343872296,1
2025-11-25 00:00:00.000 UTC,10660737.31501779,5815652.864118099,2979368.779793468,0.7913265052552553,0.7654218260305761,71,174,2835982255.8561416,1.833111013346979,0.6612437239587736,0.2794711746247071,0.025904679224679206,0.9672642341023024,0.032735765897697555,0.5455206982659243,266.02121148422736,4845084.45089969,1
2025-12-02 00:00:00.000 UTC,7814164.05235942,2013866.8785625673,3761971.1662329906,0.814019034123771,0.7794526769283349,71,106,2281227660.6869993,3.8801790404025693,0.34867093968765367,0.4814297653626936,0.034566357195436104,0.9575361806709543,0.04246381932904575,0.25772006641638107,291.93495880064125,5800297.173796853,1
2025-12-09 00:00:00.000 UTC,26399932.225911167,16814645.134825,5105002.522109732,0.8323881912868276,0.8020557695082696,78,158,2670717006.090142,1.5700558658376902,0.7671038055899289,0.19337180407983182,0.030332421778557994,0.963559764427141,0.036440235572859025,0.6369200114203951,101.16378266565663,9585287.091086168,1
2025-12-16 00:00:00.000 UTC,2165748.9533296735,1089603.497001467,554516.8777968347,0.8226770114942529,0.797084781701891,50,222,1760455463.6951005,1.9876486807262492,0.6627273244120815,0.25603931468802393,0.025592229792361865,0.9688915219037445,0.0311084780962555,0.5031070177022525,812.862202236568,1076145.4563282065,1
2025-12-23 00:00:00.000 UTC,11276936.572175551,4204741.072122334,4872194.21103924,0.8300793859649123,0.8035521929824562,24,42,1630621133.601917,2.681957432989695,0.46323356297609153,0.43204944710434723,0.026527192982456094,0.968042583117975,0.031957416882025025,0.37286199538419085,144.59788109700585,7072195.500053218,1
2025-12-30 00:00:00.000 UTC,17341014.335119516,8643401.120959789,6387714.685342376,0.857052619047619,0.8307106462585034,52,93,1392257209.7963576,2.006272078831153,0.5750338985037845,0.36835876851827487,0.026341972789115542,0.9692644626436269,0.030735537356373133,0.4984368822909584,80.28695339791737,8697613.214159727,1
2026-01-06 00:00:00.000 UTC,7492676.80068576,3677785.8123944183,2802671.410535855,0.8354593970814131,0.8104636213517665,102,188,1636957507.3001058,2.0372792715211605,0.5675194952882401,0.37405475841148567,0.02499577572964662,0.9700813997460958,0.02991860025390425,0.49085072134137864,218.4743251103911,3814890.9882913413,1
2026-01-13 00:00:00.000 UTC,14536709.179258004,9646551.323421666,3099596.35984489,0.8531986305708181,0.8265141491147742,106,190,2520477961.227544,1.5069332751035196,0.7568209284194853,0.21322545024616793,0.026684481456043962,0.9687241862563807,0.03127581374361932,0.6635993885869329,173.38710777979506,4890157.855836337,1
2026-01-20 00:00:00.000 UTC,20828380.223157573,12184240.65892107,5810538.707095958,0.8230825027685493,0.7949364064230344,78,122,3387137959.7541394,1.709452464557767,0.6770986412831987,0.27897218337869784,0.028146096345514904,0.9658040399949681,0.03419596000503189,0.5849826308324395,162.62128516303082,8644139.564236503,1
2026-01-27 00:00:00.000 UTC,8652788.616273273,5059087.949668449,2087103.556501899,0.7897844817736781,0.7613526111711496,261,499,3985387666.656588,1.710345560772538,0.7079418380126256,0.24120588738024754,0.028431870602528497,0.9640004694208768,0.035999530579123196,0.5846771687168965,460.5899720191109,3593700.6666048234,1
2026-02-03 00:00:00.000 UTC,10535027.594820129,4370585.59708359,3894614.142795188,0.7851588215745978,0.755105424054157,333,677,3441457533.1166277,2.4104384551694755,0.5287937054921907,0.3696823864714028,0.030053397520440783,0.9617231613596723,0.038276838640327715,0.41486228277489495,326.66810809387215,6164441.997736539,1
2026-02-10 00:00:00.000 UTC,6679619.4638090385,3581499.282836032,1539273.8858089566,0.8011912835179346,0.7695646920392379,127,185,2568401829.2655478,1.865034427291506,0.6994059617336525,0.2304433499765852,0.03162659147869662,0.960525542240265,0.039474457759735015,0.5361831317249456,384.51319617553816,3098120.1809730064,1
2026-02-17 00:00:00.000 UTC,15032337.97877364,8214212.997937378,4510753.226963034,0.8227029210168917,0.7902273756472286,80,132,2097418482.4096632,1.8300399542291297,0.6455194342177253,0.3000699713732107,0.03247554536966313,0.960525793041403,0.03947420695859705,0.5464361571391109,139.52709720678948,6818124.980836263,1
2026-02-24 00:00:00.000 UTC,14203254.738182137,8259124.729899322,4479601.133623248,0.8229783535636476,0.7937267351384999,118,198,2551921746.024419,1.7197045937282114,0.6483477875561623,0.31539257840534857,0.029251618425147674,0.9644563939033356,0.035543606096664404,0.5814952193807094,179.67161703888706,5944130.008282815,1
2026-03-03 00:00:00.000 UTC,5128459.698152217,2934589.0734012523,1629654.90680503,0.7226348512205691,0.6964102909055891,104,176,2333067889.366681,1.7475904018848614,0.642951841778761,0.3177669325142975,0.026224560314979994,0.9637098040999749,0.036290195900025135,0.5722164638358344,454.9256553984981,2193870.624750965,1
2026-03-10 00:00:00.000 UTC,2411850.5849719625,1454398.7963143466,472449.97549424943,0.775364148129953,0.7483059915528556,132,402,2528499525.575041,1.6583144809277448,0.7548069249613221,0.19588691705781666,0.027058156577097425,0.9651026467468774,0.0348973532531226,0.6030219307019195,1048.3649117113257,957451.7886576159,1
2026-03-17 00:00:00.000 UTC,3516798.791450986,2438998.437717766,435559.513961859,0.8289185482804232,0.7568571891534391,119,310,2956120452.341561,1.441902847113648,0.8484777411750011,0.12385113274625323,0.07206135912698408,0.91306581415451,0.08693418584548995,0.6935280015583338,840.5713910979546,1077800.3537332201,1
2026-03-24 00:00:00.000 UTC,4315837.599506072,3180046.0611079065,664961.4299846597,0.7818199917729329,0.7584291549137138,72,124,1748652200.5067582,1.3571619770823267,0.8270584825842018,0.15407471079559654,0.023390836859219166,0.970081557001151,0.02991844299884905,0.7368317245004419,405.17099176921846,1135791.5383981653,1
