time_bucket,avg_total_collateral_base,avg_total_debt_base,avg_available_borrows_base,avg_current_liquidation_threshold,avg_ltv,sampled_user_count,account_data_call_count
2026-01-25 08:00:00.000 UTC,558907.2282898567,0.0,419180.42121739,0.78,0.75,1,3
2026-01-25 16:00:00.000 UTC,35368.45744751,19476.84942142,8994.75882382,0.83,0.805,1,1
2026-01-25 18:00:00.000 UTC,206397.7641868867,128558.50698192584,37307.1509569825,0.8225416666666666,0.7971583333333333,6,12
2026-01-25 20:00:00.000 UTC,232085.8092145,136581.15871467,31318.23718222,0.774,0.72335,1,2
2026-01-25 22:00:00.000 UTC,42860.54163995,28322.293142835,4778.36524213,0.805,0.7675,2,2
2026-01-26 00:00:00.000 UTC,19660130.988030594,9500807.76208068,5930429.05042453,0.8099,0.7849,1,1
2026-01-26 04:00:00.000 UTC,192719754.5572228,97067486.9977,76380292.1038005,0.92,0.9,1,1
2026-01-26 06:00:00.000 UTC,123613274.48508959,86797331.89283085,26191884.68416112,0.94,0.92,2,3
2026-01-26 10:00:00.000 UTC,19809756.65071503,6502016.51808914,9046661.47705708,0.8099,0.7849,1,1
2026-01-26 16:00:00.000 UTC,19973306.424742833,6702140.90127132,8974907.31150932,0.8099,0.7849,1,1
2026-01-26 22:00:00.000 UTC,99.87337747,0.0,74.9050331,0.78,0.75,1,1
2026-01-27 00:00:00.000 UTC,19982324.422577232,8001932.48825565,7682193.95102521,0.8099,0.7849,1,1
2026-01-27 06:00:00.000 UTC,51279405.85258656,47319447.86318884,370399.57971666,0.95,0.93,1,1
2026-01-27 08:00:00.000 UTC,106.73674337,6.84869398,73.20386354,0.78,0.75,1,1
2026-01-27 10:00:00.000 UTC,19.1719403175,0.6968424,13.6821128375,0.78,0.75,1,4
2026-01-27 12:00:00.000 UTC,77.774928434,17.286288025999998,41.177924736,0.814,0.786,2,5
2026-01-27 16:00:00.000 UTC,65068.26098728,34424.90116757,17955.04892719,0.83,0.805,1,1
2026-01-27 18:00:00.000 UTC,84125.7769978825,62156.85700491,5548.5475246025,0.5975,0.57625,4,4
2026-01-27 20:00:00.000 UTC,9986.519599,0.0,7489.88969925,0.78,0.75,1,1
2026-01-27 22:00:00.000 UTC,124699.12885114801,56021.101017766,43892.478952994,0.8,0.772,2,5
2026-01-28 00:00:00.000 UTC,10361989.167087303,4504243.62264561,3628600.462340305,0.79495,0.76745,2,2
2026-01-28 02:00:00.000 UTC,20307.84984012,10320.32362073,4910.56375936,0.78,0.75,1,1
2026-01-28 04:00:00.000 UTC,20307.90744663,10320.41271475,4910.51787022,0.78,0.75,1,2
2026-01-28 06:00:00.000 UTC,41897.90950963333,23993.371090061664,5843.743011703334,0.8316666666666666,0.8016666666666667,4,6
2026-01-28 08:00:00.000 UTC,20308.301718385,10320.68526814,4910.541020645,0.78,0.75,1,2
2026-01-28 12:00:00.000 UTC,4044663.09926917,1432222.40942208,1742493.9467895657,0.8571285714285714,0.8321285714285713,4,7
2026-01-28 14:00:00.000 UTC,18694836.805270754,7704928.967983094,6968412.18468264,0.7999333333333333,0.7732666666666667,2,3
2026-01-28 16:00:00.000 UTC,10154.2887103,5160.00350275,2455.716449765,0.865,0.84,2,2
2026-01-28 22:00:00.000 UTC,8821.7381753275,2579.840062785,4710.474892575,0.9075,0.885,2,4
2026-01-29 00:00:00.000 UTC,20309.00098965,10319.54414111,4912.206601125,0.78,0.75,1,2
2026-01-29 04:00:00.000 UTC,20382.796973065,10392.554734755,4894.54299504,0.78,0.75,1,2
2026-01-29 06:00:00.000 UTC,20386.16471055,10395.74576929,4893.87776362,0.78,0.75,1,1
2026-01-29 14:00:00.000 UTC,233023.5118678767,173373.85370711834,14210.073346516667,0.83,0.805,4,6
2026-01-29 16:00:00.000 UTC,3904596.033761538,1270667.471144452,1793228.296924746,0.81398,0.78298,4,5
2026-01-29 18:00:00.000 UTC,2571127.0333614936,1581276.688706655,485637.382354675,0.804575,0.7718875,4,8
2026-01-29 22:00:00.000 UTC,26069.712265303337,16081.04985834,3471.234340633333,0.78,0.75,1,3
2026-01-30 00:00:00.000 UTC,2173923.123105884,911119.8075369649,791056.9991482205,0.8061315789473684,0.7706263157894737,10,19
2026-01-30 04:00:00.000 UTC,38533.85196724,26878.44246188,95.25391518,0.75,0.7,1,1
2026-01-30 08:00:00.000 UTC,51722508.61875915,25813001.207575705,20734291.716109555,0.815,0.7875,2,4
2026-01-30 10:00:00.000 UTC,9390009.683581056,2261790.648406725,5107968.12956623,0.79495,0.76745,2,2
2026-01-30 12:00:00.000 UTC,12486007.432549933,3243578.555739323,6556382.127543613,0.7999333333333333,0.7732666666666667,2,3
2026-01-30 14:00:00.000 UTC,89391.55026676,65529.84347950571,5809.21724752,0.8085714285714285,0.7814285714285715,3,7
2026-01-30 16:00:00.000 UTC,79129.60525965667,39735.371292276664,13280.712216443333,0.7333333333333333,0.69,2,3
2026-01-30 18:00:00.000 UTC,109321.54489684111,80287.13043840333,7256.9423406077785,0.8147,0.7885333333333333,6,9
2026-01-30 20:00:00.000 UTC,174773.70933629334,130329.31628559667,9880.403121643334,0.8133333333333334,0.7866666666666667,2,3
2026-01-30 22:00:00.000 UTC,245699.791155185,184566.404760905,13221.92711901,0.83,0.805,1,2
2026-01-31 00:00:00.000 UTC,26351.710901006663,16364.03624132,3399.74693443,0.78,0.75,1,3
2026-01-31 06:00:00.000 UTC,26352.257659853334,16364.524550353333,3399.668694533333,0.78,0.75,1,3
2026-01-31 08:00:00.000 UTC,2187463.525151379,689415.5921799178,1030709.75439053,0.8166555555555556,0.7905444444444444,5,9
2026-01-31 10:00:00.000 UTC,6119139.918209247,4585621.724277456,219559.5647217025,0.81,0.785,4,8
2026-01-31 12:00:00.000 UTC,299122.37972405,219460.85381166,15104.711716118001,0.8,0.774,3,5
2026-01-31 14:00:00.000 UTC,51784913.70772094,38967906.40816137,1683278.4315648568,0.8153818181818182,0.787830303030303,15,33
2026-01-31 16:00:00.000 UTC,23916620.66005731,17828589.84872116,950630.7620367276,0.8123471698113208,0.7836235849056604,39,106
2026-01-31 18:00:00.000 UTC,42556699.179222666,31604539.13720123,1801419.7325075234,0.8087944444444445,0.7786055555555556,11,18
2026-01-31 20:00:00.000 UTC,8173079.93962952,3562052.72286237,2852523.447208865,0.79495,0.76745,2,2
2026-01-31 22:00:00.000 UTC,27180.254871223337,17188.35835229667,3196.832801116667,0.78,0.75,1,3
2026-02-01 00:00:00.000 UTC,27180.362853585,17187.85012081,3197.422019375,0.78,0.75,1,2
2026-02-01 02:00:00.000 UTC,27180.58041114,17188.99716847,3196.43813988,0.78,0.75,1,5
2026-02-01 04:00:00.000 UTC,27180.73025153,17189.28759876,3196.26008988,0.78,0.75,1,1
2026-02-01 06:00:00.000 UTC,9052752.308608297,3053062.901182312,4053425.0087646563,0.81196,0.78596,3,5
2026-02-01 10:00:00.000 UTC,27196.46095189,17193.51468024,3203.831033675,0.78,0.75,1,2
2026-02-01 12:00:00.000 UTC,27196.5987189,17193.606100115,3203.842939055,0.78,0.75,1,2
2026-02-01 14:00:00.000 UTC,32762931.71638007,24251613.97717307,1467508.5064720598,0.8103319999999999,0.7826,12,25
2026-02-01 16:00:00.000 UTC,64277.08359154333,46596.04009535,4648.4014102833335,0.8133333333333334,0.7866666666666667,2,3
2026-02-01 18:00:00.000 UTC,43538.56287284,27677.42999064,6623.1911733925,0.805,0.7775,2,4
2026-02-01 20:00:00.000 UTC,135041.77323862584,85422.49197874832,16305.593168623333,0.8125,0.7829166666666667,7,12
2026-02-01 22:00:00.000 UTC,10420479.946881473,7659716.486164083,517740.29111587454,0.8093548387096775,0.7797580645161291,16,31
2026-02-02 00:00:00.000 UTC,86716.86594201333,64197.9630055,5110.5012324633335,0.8133333333333334,0.7866666666666667,2,3
2026-02-02 02:00:00.000 UTC,8863534.48344053,6648523.640355022,309509.6655585953,0.8119790697674419,0.7825093023255814,24,43
2026-02-02 04:00:00.000 UTC,104825267.45034528,53661183.13892018,40679517.75248711,0.85,0.825,2,2
2026-02-02 06:00:00.000 UTC,20549069.983367164,14516605.263168763,1627005.910473573,0.8046076923076922,0.7734538461538462,8,13
2026-02-02 08:00:00.000 UTC,5217068.002074673,2556005.48434868,1539619.1451428365,0.8177444444444444,0.7921888888888888,5,9
2026-02-02 10:00:00.000 UTC,27197.95856824,17193.01990212,3205.44902406,0.78,0.75,1,1
2026-02-02 12:00:00.000 UTC,85112.283074855,62014.125870215,5753.363447445,0.805,0.7775,2,2
2026-02-02 14:00:00.000 UTC,1036512.0584265613,615954.6165672687,144234.63535388376,0.81,0.78125,5,8
2026-02-02 16:00:00.000 UTC,0.0,0.0,0.0,0.0,0.0,1,2
2026-02-02 18:00:00.000 UTC,31620092.308725,10380145.22563448,13581560.72591732,0.7951,0.7578,1,1
