time_bucket,avg_total_collateral_base,avg_total_debt_base,avg_available_borrows_base,avg_current_liquidation_threshold,avg_ltv,sampled_user_count,account_data_call_count,user_state_observed,user_state_age,borrow_amount_value_usd,collateralization_ratio,borrow_capacity_utilization,remaining_borrow_capacity,risk_buffer,ltv_utilization,distance_to_liquidation,debt_expansion_ratio,capital_efficiency,overcollateral_margin,has_sampled_borrow_position
2025-04-13 00:00:00.000 UTC,76806477.91440949,40883462.95120984,21644890.761169575,0.8347760000000001,0.8086550000000001,7,110,True,0.0,275054673.03949213,1.8786685953210476,0.6538387871087624,0.28181074499067515,0.02612099999999995,0.968708971029354,0.03129102897064595,0.5322918595065507,3.581138993848978,35923014.963199645,1
2025-04-14 00:00:00.000 UTC,137254823.8403856,81363884.50201795,31078086.894964144,0.88,0.8575,7,10,True,0.0,222218037.77258146,1.6869256511097557,0.7236077728907706,0.22642619053669857,0.022499999999999964,0.9744318181818182,0.025568181818181768,0.5927943530541154,1.6190180538281123,55890939.33836764,1
2025-04-15 00:00:00.000 UTC,96775423.91601457,62840875.847735785,17997118.40242058,0.8638899999999999,0.8368400000000001,7,12,True,0.0,360688847.43402386,1.540007560532775,0.7773680733996468,0.18596785913373184,0.027049999999999796,0.9686881431663756,0.03131185683362436,0.6493474614202829,3.72707070492446,33934548.06827878,1
2025-04-16 00:00:00.000 UTC,63193691.189856395,36098637.99376726,14490392.478891976,0.8112038187255579,0.780618587531631,16,247,True,0.0,373853129.4672899,1.7505838087511036,0.7135665114846729,0.22930125153407588,0.030585231193926865,0.962296490120106,0.037703509879894015,0.5712380035740289,5.915988169516823,27095053.196089134,1
2025-04-17 00:00:00.000 UTC,43650700.11047351,37742181.9625812,2768463.1120511647,0.87555625,0.8458375,5,9,True,0.0,224443242.34163475,1.1565494584746108,0.9316608484769656,0.06342310902332818,0.029718750000000016,0.9660572921499904,0.033942707850009635,0.8646409305477639,5.141801661224261,5908518.147892311,1
2025-04-18 00:00:00.000 UTC,38320452.86772051,30635945.27870996,4990392.3333026385,0.8899999999999999,0.8675,2,134,True,0.0,234619127.4746189,1.2508330498406652,0.8599240711282105,0.13022790598349973,0.022499999999999853,0.9747191011235957,0.02528089887640428,0.7994672031790198,6.122556230859472,7684507.589010548,1
2025-04-19 00:00:00.000 UTC,43038756.80568336,34045641.27542144,5778953.22093285,0.8644164383561643,0.8379712328767124,3,74,True,0.0,164380464.31454554,1.2641488071118905,0.8548898414656331,0.1342732376547114,0.02644520547945195,0.9694068688354168,0.030593131164583176,0.7910461129055113,3.8193590269512327,8993115.530261919,1
2025-04-20 00:00:00.000 UTC,41135606.96232452,32905959.398748755,5349118.50412073,0.8642,0.83765,2,73,True,0.0,107341081.66128111,1.2500959617633485,0.8601723275089842,0.13003621191295187,0.026549999999999963,0.9692779449201574,0.030722055079842603,0.799938589185929,2.6094444591420074,8229647.563575767,1
2025-04-21 00:00:00.000 UTC,46625396.69067967,27552997.974301916,10662802.785100734,0.8571872628726287,0.8321813008130081,12,172,True,0.0,289139233.3319221,1.6922077493768979,0.7209844469246861,0.22869087540079222,0.02500596205962058,0.9708278889074717,0.029172111092528263,0.5909439903984711,6.201324897032362,19072398.716377754,1
2025-04-22 00:00:00.000 UTC,31713515.75512874,17723308.10989106,7942664.63441829,0.8214822922125564,0.7908132864086573,26,164,True,0.0,727265093.9092934,1.7893677387140834,0.6905371671066185,0.2504504607986831,0.030669005803899085,0.9626662606185995,0.0373337393814005,0.5588566164262261,22.932338991512772,13990207.64523768,1
2025-04-23 00:00:00.000 UTC,34431481.16273044,21718175.46184112,7072937.72768199,0.8442299999999999,0.81312,8,72,True,0.0,429036708.0661464,1.5853763233116254,0.7543360799868001,0.20542066413738622,0.03110999999999997,0.9631498525283395,0.03685014747166049,0.6307650652377237,12.460594013903393,12713305.70088932,1
2025-04-24 00:00:00.000 UTC,144594084.5654761,81467171.90928401,34059450.76042148,0.8320000000000001,0.8030000000000002,5,7,True,0.0,424817099.60288197,1.7748754642727218,0.7051809360185436,0.23555217257175165,0.028999999999999915,0.9651442307692308,0.03485576923076916,0.5634198117724069,2.9379977810261897,63126912.65619208,1
2025-04-25 00:00:00.000 UTC,24283901.332110245,19423030.79136308,3160237.16158399,0.87,0.8466666666666666,2,3,True,0.0,595160777.4837347,1.2502632361015804,0.8600628939899911,0.13013712740651168,0.023333333333333428,0.9731800766283524,0.026819923371647625,0.7998315643656603,24.50844983037229,4860870.540747166,1
2025-04-26 00:00:00.000 UTC,47093746.805320896,38325215.130592115,5347094.116809048,0.9027843137254902,0.8810980392156863,4,89,True,0.0,213191648.67726994,1.2287927581058646,0.8775632841735467,0.11354148861659284,0.02168627450980387,0.9759784544546284,0.024021545545371614,0.8138068794785709,4.526962986372162,8768531.674728781,1
2025-04-27 00:00:00.000 UTC,70064941.77179919,62589191.61410224,2571204.2336710114,0.95,0.93,4,5,True,0.0,255682461.55679846,1.1194415515667495,0.9605403834611775,0.03669744338110489,0.019999999999999907,0.9789473684210527,0.021052631578947323,0.8933025566188951,3.649221066786206,7475750.157696955,1
2025-04-28 00:00:00.000 UTC,118368277.60690074,74177086.07135153,23115921.74998836,0.8916666666666666,0.8695833333333334,6,9,True,0.0,422752830.3510145,1.5957525952561866,0.7624092186312468,0.1952881482888176,0.022083333333333233,0.9752336448598132,0.02476635514018677,0.6266635586072521,3.571504451175426,44191191.53554921,1
2025-04-29 00:00:00.000 UTC,47330099.763487466,28622974.81317842,10317941.098121816,0.855,0.83125,5,10,True,0.0,321680604.61479706,1.6535702550978741,0.7350359934618883,0.21799956369586046,0.023749999999999938,0.9722222222222223,0.02777777777777768,0.6047520490387694,6.796533415781129,18707124.950309046,1
2025-04-30 00:00:00.000 UTC,12818286.786853565,9979603.009590138,1717775.75406504,0.7876530612244899,0.7620739795918368,6,121,True,0.0,295742958.3005732,1.2844485671960624,0.8531486593045677,0.1340097770184695,0.0255790816326531,0.9675249384635315,0.03247506153646851,0.7785442138668031,23.07195674572418,2838683.777263427,1
2025-05-01 00:00:00.000 UTC,57549348.21681565,31063875.38951516,14594311.890300227,0.808,0.7760125,5,8,True,0.0,474890359.0748207,1.8526132845691237,0.6803571766689017,0.2535964757640094,0.03198750000000006,0.96041150990099,0.03958849009901,0.5397780574765648,8.25188075607188,26485472.82730049,1
2025-05-02 00:00:00.000 UTC,114842135.72984512,70713640.94192316,23172650.8358915,0.8433583333333333,0.808125,5,7,True,0.0,386358874.20244503,1.624045010271279,0.7531838738425155,0.20177829930299182,0.03523333333333334,0.9582225823345157,0.04177741766548426,0.6157464809629636,3.3642606152093553,44128494.787921965,1
2025-05-03 00:00:00.000 UTC,23874606.622651502,19095987.784503117,3107396.2304424,0.8899999999999999,0.8675,2,2,True,0.0,201867479.51533952,1.2502420347182226,0.8600485300641221,0.1301548661955417,0.022499999999999853,0.9747191011235957,0.02528089887640428,0.7998451277679032,8.455321702507709,4778618.838148385,1
2025-05-04 00:00:00.000 UTC,47947365.78081531,38350206.86659689,6240843.30956135,0.95,0.93,1,1,True,0.0,353820177.17292917,1.2502505122750085,0.8600426927621863,0.13016029573116686,0.019999999999999907,0.9789473684210527,0.021052631578947323,0.7998397042688332,7.3793454845959365,9597158.914218418,1
2025-05-05 00:00:00.000 UTC,115044820.13483427,76383732.59286954,20299706.621277656,0.9026666666666668,0.8804333333333334,3,4,True,0.0,447685971.32234013,1.506142947321401,0.790039465018252,0.1764504181716838,0.022233333333333438,0.9753692762186114,0.02463072378138864,0.6639476032327805,3.8914048524535514,38661087.54196474,1
2025-05-06 00:00:00.000 UTC,89938407.98695105,49258508.24025968,21862416.467061717,0.8615124999999999,0.8374645833333334,6,173,True,0.0,296194373.7891083,1.825845142290426,0.69260219046602,0.2430820931390478,0.024047916666666502,0.9720863984368578,0.027913601563142154,0.5476915740759662,3.293302387919546,40679899.746691376,1
2025-05-07 00:00:00.000 UTC,47952049.97655871,38353464.77294725,6241941.70525235,0.95,0.93,1,1,True,0.0,381855812.69318277,1.250266442952029,0.8600317342481515,0.13017048714921917,0.019999999999999907,0.9789473684210527,0.021052631578947323,0.799829512850781,7.963284424333318,9598585.203611456,1
2025-05-08 00:00:00.000 UTC,37688110.50295999,21556161.51090722,8780808.469410356,0.8633101637362637,0.8377843659340659,57,209,True,0.0,676919689.9280888,1.7483683485990837,0.7105574988172093,0.23298616864118776,0.02552579780219777,0.9704326453290827,0.029567354670917312,0.5719618527762017,17.961093854119436,16131948.992052767,1
2025-05-09 00:00:00.000 UTC,43476573.88723551,28321155.785943396,8268468.021651384,0.889206734006734,0.865780260942761,33,221,True,0.0,674371736.5421982,1.535127104834266,0.7740215077058231,0.1901821436780455,0.023426473063973052,0.9736546382657111,0.02634536173428892,0.6514118582434651,15.511151782366875,15155418.101292111,1
2025-05-10 00:00:00.000 UTC,59834605.3669946,49955151.91475945,5021525.968318509,0.8945523809523809,0.8654595238095238,12,124,True,0.0,327863253.6283964,1.1977664579840108,0.9086607965108755,0.08392344091715921,0.02909285714285703,0.9674777489140619,0.03252225108593809,0.8348872965462097,5.4794922038417795,9879453.452235147,1
2025-05-11 00:00:00.000 UTC,66208209.0342362,52951603.9806122,8622030.42122747,0.95,0.93,1,1,True,0.0,449898178.3573558,1.2503532293087438,0.8599720399000864,0.1302260028929196,0.019999999999999907,0.9789473684210527,0.021052631578947323,0.7997739971070805,6.7952023611560595,13256605.053623997,1
2025-05-12 00:00:00.000 UTC,86179143.22393249,39508177.17806637,27383284.061040763,0.810625,0.7815541666666667,7,13,True,0.0,708547049.4570861,2.1812988950494097,0.5906310976948502,0.3177483905808459,0.02907083333333338,0.9641377537907992,0.035862246209200754,0.4584424455857749,8.22179268614866,46670966.04586612,1
2025-05-13 00:00:00.000 UTC,47880809.64908272,32259238.1113602,8656135.850564716,0.558039264354067,0.5435545753588517,22,56,True,0.0,710652878.7363418,1.4842510999111702,0.7884380609934066,0.18078507681898706,0.014484688995215378,0.9740436024479721,0.025956397552027943,0.6737404473271728,14.842123262841614,15621571.53772252,1
2025-05-14 00:00:00.000 UTC,37786394.833647005,22498469.397111177,8545924.2637443,0.5607166666666666,0.5399166666666667,6,10,True,0.0,602334314.1902584,1.6795095775937012,0.7247192405461591,0.2261640545854498,0.02079999999999993,0.9629046161162799,0.037095383883720134,0.5954119067500282,15.940507604443598,15287925.436535828,1
2025-05-15 00:00:00.000 UTC,19051154.197451167,15521412.96223897,1462344.1739251788,0.3284552083333333,0.3202923611111111,7,25,True,0.0,451767469.7925986,1.2274110768007702,0.9138974867456533,0.07675882304920005,0.008162847222222214,0.9751477613533893,0.02485223864661068,0.8147229717092711,23.71339106861253,3529741.2352121975,1
2025-05-16 00:00:00.000 UTC,63069602.520158105,46123616.25683656,8680319.102356289,0.8456,0.8138833333333334,8,15,True,0.0,627309448.1797004,1.3674036781712613,0.8416113907611884,0.1376307881373109,0.031716666666666615,0.9624921160517188,0.037507883948281195,0.7313129370380078,9.946304132473353,16945986.26332154,1
2025-05-17 00:00:00.000 UTC,63069602.520158105,46123616.25683656,8680319.102356289,0.8456,0.8138833333333334,0,0,False,1.0,325871913.4313233,1.3674036781712613,0.8416113907611884,0.1376307881373109,0.031716666666666615,0.9624921160517188,0.037507883948281195,0.7313129370380078,5.1668616958093105,16945986.26332154,1
2025-05-18 00:00:00.000 UTC,20677086.78595862,18700024.060834005,498214.9508251895,0.8496775,0.8195225,11,19,True,0.0,269700172.23101795,1.1057251433844648,0.9740489244600705,0.02409502634401655,0.030154999999999932,0.9645100641125605,0.03548993588743954,0.9043838841713815,13.043431844285033,1977062.7251246162,1
2025-05-19 00:00:00.000 UTC,46792670.97987057,19828024.942371696,17745811.153154977,0.8108733333333333,0.7670533333333334,6,9,True,0.0,404129501.9939751,2.3599259692212966,0.5277082939298899,0.37924338964939464,0.04381999999999997,0.9459595004562982,0.054040499543701825,0.4237421059144365,8.636598286253522,26964646.037498876,1
2025-05-20 00:00:00.000 UTC,15686142.70445308,13824164.824437885,759712.3150621769,0.8689285714285714,0.84675,7,145,True,0.0,689314090.9091752,1.1346900810039284,0.9479073837639159,0.04843206704007002,0.02217857142857138,0.9744759556103576,0.025524044389642397,0.8812979127439274,43.944142540121625,1861977.8800151963,1
2025-05-21 00:00:00.000 UTC,24594014.97438619,8066634.174185431,10872770.944831371,0.8128125313283208,0.7762889724310778,11,33,True,0.0,701873545.5338519,3.048857112312236,0.4259180329843534,0.4420901164838268,0.036523558897243014,0.9550652118545033,0.044934788145496674,0.3279917566361796,28.538388151134686,16527380.800200759,1
2025-05-22 00:00:00.000 UTC,22639036.85949763,7432816.405186487,9917213.001858354,0.8204633333333333,0.78655,8,14,True,0.0,390574828.01549786,3.0458221521118847,0.42840367764267023,0.4380580792109908,0.03391333333333335,0.9586656320209312,0.041334367979068753,0.328318578714988,17.252272278166384,15206220.454311142,1
2025-05-23 00:00:00.000 UTC,35073686.32721533,27690700.17059803,3567011.4187464565,0.84027,0.8159858823529411,8,76,True,0.0,703253010.8949776,1.2666233107553038,0.8858837951540117,0.10170049949892618,0.024284117647058845,0.97109962554053,0.028900374459470024,0.789500707517918,20.050729892890967,7382986.156617299,1
2025-05-24 00:00:00.000 UTC,16785698.078972634,14916100.206427408,692920.6209663817,0.8566666666666668,0.8333333333333334,4,7,True,0.0,271380223.6761189,1.1253409300468233,0.9556076816970922,0.04128041727584748,0.023333333333333428,0.9727626459143968,0.027237354085603238,0.8886195936713969,16.167348084026106,1869597.8725452255,1
2025-05-25 00:00:00.000 UTC,20919209.924511164,6167924.854705087,9678394.161459647,0.8070833333333334,0.7741666666666667,3,8,True,0.0,125131333.3473704,3.3916123197501884,0.3892339191463471,0.46265581713578074,0.032916666666666705,0.9592152813629323,0.040784718637067674,0.2948450193368963,5.981647194082281,14751285.069806077,1
2025-05-26 00:00:00.000 UTC,119928238.1840933,96557659.983956,10356159.861149626,0.8303125,0.796825,4,5,True,0.0,533767070.59990144,1.2420375369910637,0.9031354423950674,0.08635297256057929,0.0334875,0.9596687993978171,0.04033120060218287,0.8051286456467176,4.450720519887515,23370578.200137302,1
2025-05-27 00:00:00.000 UTC,67673434.3372,23866487.223219916,27978979.29110409,0.7850666666666667,0.7407333333333334,3,4,True,0.0,561077983.4216259,2.8355004112779496,0.4603389423957834,0.4134411023340673,0.044333333333333336,0.9435292119565217,0.05647078804347827,0.35267143535673257,8.290963639083438,43806947.113980085,1
2025-05-28 00:00:00.000 UTC,119321953.11821616,45827183.57489209,45931398.37301614,0.7995,0.769,1,1,True,0.0,764417414.0216802,2.6037374285333685,0.49943212506170154,0.3849366958275516,0.03049999999999997,0.9618511569731082,0.03814884302689181,0.3840633041724485,6.406343460237756,73494769.54332407,1
2025-05-29 00:00:00.000 UTC,117236820.2538083,85928793.85284612,19544492.967144124,0.8956999999999999,0.8725200000000001,6,137,True,0.0,897051902.8525677,1.3643484913168626,0.8146972228095969,0.1667095109269585,0.023179999999999867,0.9741207993747908,0.02587920062520921,0.7329505667828348,7.651622595277852,31308026.40096219,1
2025-05-30 00:00:00.000 UTC,137440987.08920118,104648176.04120708,17889947.830926225,0.8528708333333332,0.8233083333333333,8,100,True,0.0,509695466.4637507,1.3133624711727547,0.8540050454045296,0.13016457615598606,0.029562499999999936,0.9653376585942577,0.034662341405742314,0.7614044271472592,3.708467737742243,32792811.047994107,1
2025-05-31 00:00:00.000 UTC,24909935.840857428,9629131.000762738,9447826.267031929,0.8575645833333333,0.831265625,5,136,True,0.0,767025035.4310583,2.5869349829059622,0.504751930068976,0.3792794299989945,0.02629895833333329,0.9693329705488655,0.03066702945113453,0.3865578403043889,30.791931393616004,15280804.84009469,1
2025-06-01 00:00:00.000 UTC,112031559.87883312,102075995.0348943,2108796.1648403653,0.87,0.8466666666666667,7,81,True,0.0,258100700.62957454,1.0975309115579577,0.979759078647117,0.01882323308825761,0.023333333333333317,0.9731800766283525,0.026819923371647514,0.9111360686693448,2.303821359880389,9955564.843938813,1
2025-06-02 00:00:00.000 UTC,51032911.7997655,31846924.166513436,11272076.111262668,0.8734999999999999,0.849175,2,5,True,0.0,349902245.87071234,1.60244397647123,0.738582155461698,0.22087856079014612,0.02432499999999993,0.9721522610188896,0.02784773898111037,0.6240467777239349,6.85640371146371,19185987.633252062,1
2025-06-03 00:00:00.000 UTC,203459377.6352795,187747941.38371167,1469279.817098267,0.8549999999999999,0.8370000000000001,5,6,True,0.0,588253657.9179844,1.0836836672390322,0.9922349572212618,0.00722148978422657,0.017999999999999794,0.9789473684210529,0.0210526315789471,0.9227785102157734,2.891258514377674,15711436.25156784,1
2025-06-04 00:00:00.000 UTC,30049404.368123684,11806925.835818702,11478357.60904034,0.5332666666666667,0.5166000000000001,3,5,True,0.0,374319519.6630044,2.545065903349941,0.507055276513091,0.38198286623000577,0.016666666666666607,0.9687460932616578,0.03125390673834216,0.3929171337699942,12.456803305561737,18242478.53230498,1
2025-06-05 00:00:00.000 UTC,84496228.4274009,72754362.0155743,4880340.859168199,0.875975,0.851225,6,35,True,0.0,513850813.2818435,1.1613905487799212,0.9371371219512201,0.057758091100615035,0.02474999999999994,0.9717457690002569,0.028254230999743113,0.8610367985605984,6.081346148169723,11741866.411826596,1
2025-06-06 00:00:00.000 UTC,25223892.06126495,10209129.57217106,9566149.07640934,0.8507171957671957,0.8272251322751322,5,66,True,0.0,608576996.4005296,2.470719161996185,0.516257179157571,0.379249524743233,0.023492063492063564,0.9723855781816213,0.027614421818378698,0.4047404558889903,24.127006051341713,15014762.48909389,1
2025-06-07 00:00:00.000 UTC,25223892.06126495,10209129.57217106,9566149.07640934,0.8507171957671957,0.8272251322751322,0,0,False,1.0,548099007.1769712,2.470719161996185,0.516257179157571,0.379249524743233,0.023492063492063564,0.9723855781816213,0.027614421818378698,0.4047404558889903,21.729359047593572,15014762.48909389,1
2025-06-08 00:00:00.000 UTC,226847963.0768548,198158240.33416823,10265356.12913862,0.912475,0.891225,4,4,True,0.0,410026420.8976424,1.1447818808559516,0.9507476298109756,0.045252141522032434,0.02124999999999999,0.976711690731253,0.02328830926874703,0.8735288501005114,1.8074943911166077,28689722.74268657,1
2025-06-09 00:00:00.000 UTC,69262357.07477506,49149915.7325026,11255377.844081566,0.8057944444444445,0.7723222222222222,9,15,True,0.0,613774060.7703865,1.4092060188207443,0.8136690151201473,0.16250353466790562,0.03347222222222224,0.9584605944444061,0.04153940555559388,0.7096194499912957,8.861582058314319,20112441.342272453,1
2025-06-10 00:00:00.000 UTC,30516230.448132087,23979485.223962795,3485770.1658044197,0.8102690476190476,0.776447619047619,14,33,True,0.0,1034591287.3094295,1.2725973957788341,0.8730843709138375,0.11422676112402295,0.03382142857142856,0.9582590144954792,0.04174098550452077,0.7857944730336309,33.9029844812552,6536745.224169292,1
2025-06-11 00:00:00.000 UTC,2182795.563121408,1345924.1416918274,388140.02562316664,0.7889333333333334,0.7552166666666666,8,16,True,0.0,682843736.5315841,1.6217820124525242,0.7761674377804839,0.17781785531400135,0.03371666666666673,0.9572629711002196,0.04273702889978037,0.6166056796300013,312.829908612749,836871.4214295808,1
2025-06-12 00:00:00.000 UTC,2754415.092241018,2284716.826057148,255057.05816112025,0.8781333333333332,0.8537333333333332,8,84,True,0.0,496577937.7095961,1.2055827054044383,0.899574895329855,0.09259935398974431,0.024399999999999977,0.9722137868205284,0.02778621317947161,0.8294744072863328,180.28435115259828,469698.2661838699,1
2025-06-13 00:00:00.000 UTC,911402.1472008236,726856.5736259237,87955.30434895706,0.8995652173913044,0.8770869565217392,15,169,True,0.0,826528868.3711838,1.2538954454993705,0.892054464685076,0.09650548291892105,0.02247826086956517,0.9750120831319479,0.02498791686805213,0.7975146600853508,906.8761478230988,184545.57357489993,1
2025-06-14 00:00:00.000 UTC,155.370301685,0.0,116.527726265,0.78,0.75,1,2,True,0.0,672177294.838021,,0.0,0.7500000000080453,0.030000000000000027,0.9615384615384615,0.03846153846153855,0.0,4326292.010430688,155.370301685,0
2025-06-15 00:00:00.000 UTC,155.370301685,0.0,116.527726265,0.78,0.75,0,0,False,1.0,413702333.96792763,,0.0,0.7500000000080453,0.030000000000000027,0.9615384615384615,0.03846153846153855,0.0,2662686.0441236305,155.370301685,0
2025-06-16 00:00:00.000 UTC,174472.680767055,69419.88753754,67393.25332672,0.8103,0.78415,1,2,True,0.0,605755467.9066659,2.51329535318976,0.5074065773142024,0.3862682285297104,0.026150000000000007,0.9677280019745773,0.03227199802542269,0.3978839966941592,3471.9215939338533,105052.793229515,1
2025-06-17 00:00:00.000 UTC,1695784.5768007643,1390992.7718393449,183244.48190506516,0.9289130434782608,0.907608695652174,4,125,True,0.0,581605362.1700187,1.2191181802895967,0.8835979256181314,0.10805882092097499,0.02130434782608681,0.9770652937046573,0.022934706295342666,0.8202650211995477,342.97125361716905,304791.80496141943,1
2025-06-18 00:00:00.000 UTC,1695784.5768007643,1390992.7718393449,183244.48190506516,0.9289130434782608,0.907608695652174,0,0,False,1.0,814031086.2972606,1.2191181802895967,0.8835979256181314,0.10805882092097499,0.02130434782608681,0.9770652937046573,0.022934706295342666,0.8202650211995477,480.03213228474846,304791.80496141943,1
2025-06-19 00:00:00.000 UTC,38472772.87567487,13019517.502285872,17327217.954522446,0.82545,0.7902625000000001,6,29,True,0.0,935545566.5888714,2.955007577578824,0.42902530721356164,0.45037611431116525,0.03518749999999993,0.9573717366285057,0.04262826337149428,0.3384086076758378,24.317081838943494,25453255.373389002,1
2025-06-20 00:00:00.000 UTC,45263681.32555383,13191689.54390047,21889773.249591764,0.7998416666666668,0.7734333333333334,8,12,True,0.0,896566238.3616428,3.4312269990073183,0.37603020209144716,0.4836056769698444,0.026408333333333367,0.9669830487283941,0.033016951271605866,0.2914409336045992,19.807629695719914,32071991.78165336,1
2025-06-21 00:00:00.000 UTC,1647790.7984687325,1320478.243385726,171959.7626767191,0.7965007936507936,0.7597309523809525,24,51,True,0.0,1001703758.4018273,1.2478742506531364,0.8847792926887416,0.10435776364118476,0.036769841269841175,0.953835775729356,0.04616422427064404,0.801362797154121,607.907119843548,327312.5550830066,1
2025-06-22 00:00:00.000 UTC,421885.1334160867,268117.44526097877,47322.06386270143,0.8034749999999999,0.7718625,7,15,True,0.0,802700347.6006535,1.5735087025218906,0.8499805430392456,0.11216812377228225,0.03161249999999993,0.9606552786334361,0.03934472136656386,0.6355223828106461,1902.6514186480838,153767.68815510796,1
2025-06-23 00:00:00.000 UTC,16492584.179607116,5559985.623131391,7351106.241265032,0.69240625,0.6695104166666667,10,25,True,0.0,701269358.0035278,2.966299788796661,0.4306363614733147,0.44572191726961674,0.022895833333333337,0.9669329482029757,0.033067051797024294,0.33712034224486465,42.52028368426574,10932598.556475725,1
2025-06-24 00:00:00.000 UTC,58064.140626876666,26337.17212829375,12905.983812355837,0.7741666666666666,0.735,6,12,True,0.0,750934145.8994052,2.2046459788482364,0.671127780042091,0.22227115863628108,0.03916666666666657,0.9494079655543597,0.05059203444564031,0.45358756444081133,12932.838371361579,31726.968498582915,1
2025-06-25 00:00:00.000 UTC,10956417.87598503,9818744.313834654,370623.2358848904,0.812625,0.7950625,4,9,True,0.0,768671271.4772525,1.115867520915825,0.9636264729801516,0.03382704457606038,0.017562500000000036,0.9783879403168743,0.02161205968312574,0.8961637302421623,70.15716999641596,1137673.562150376,1
2025-06-26 00:00:00.000 UTC,8939397.21027105,3061959.7967882543,3875479.300953346,0.8387055555555555,0.8095013888888888,8,20,True,0.0,968284596.259463,2.9195018235209185,0.4413674489459718,0.43352803436237936,0.029204166666666698,0.965179476309392,0.03482052369060795,0.34252419092309394,108.31654232199665,5877437.413482795,1
