time_bucket,as_collateral_tx_count,as_debt_tx_count,liquidation_tx_count,unique_liquidated_users,unique_liquidators,liquidated_collateral_value_usd,liquidated_collateral_value_eth,liquidation_debt_covered_value_usd,liquidation_debt_covered_value_eth
2025-04-01 06:00:00.000 UTC,2,2,4,4,4,21230.045896758318,11.450813851860993,20285.665952137668,10.941402645440752
2025-04-01 08:00:00.000 UTC,1,1,2,2,2,41239.0218856567,21.943160937239295,39643.60572570982,21.094034318867386
2025-04-01 14:00:00.000 UTC,2,2,4,4,4,20970.44410866614,11.118518711104262,19269.584636294356,10.2182101070291
2025-04-01 20:00:00.000 UTC,1,1,2,2,2,17.627284501854437,0.009219626586927016,16.855512183868495,0.008816004920214834
2025-04-02 00:00:00.000 UTC,1,1,2,2,2,2716.800394978022,1.4333260673036716,2524.12853023337,1.3316943614124965
2025-04-02 02:00:00.000 UTC,1,1,2,1,1,590024.682161803,313.38527074327277,584761.825730231,310.5899610934319
2025-04-02 14:00:00.000 UTC,1,1,2,2,2,13859.496602267456,7.357518717584173,13416.262736466213,7.121972891786971
2025-04-02 16:00:00.000 UTC,1,1,2,2,2,244.808195007148,0.12874537024934932,233.31771313455,0.122702583451094
2025-04-02 20:00:00.000 UTC,5,5,10,9,9,34303.67118631143,18.199873341170893,32811.18186628482,17.4086878713188
2025-04-02 22:00:00.000 UTC,18,18,36,35,25,291987.0804383593,161.19766621740408,273296.6505609749,150.8916952376976
2025-04-03 04:00:00.000 UTC,1,1,2,2,2,2284.274565360034,1.2472917748756256,2183.053326203999,1.1920224080170982
2025-04-03 10:00:00.000 UTC,1,1,2,2,2,1187.9982565180553,0.6595504610258015,1096.8366436778115,0.6089499965447382
2025-04-03 12:00:00.000 UTC,71,71,142,141,49,1235737.034594156,694.00893076689,1161650.140104735,652.415226120155
2025-04-03 18:00:00.000 UTC,1,1,2,2,2,44.05695013891725,0.024703585130610547,41.8819597324414,0.02348418759256207
2025-04-04 00:00:00.000 UTC,2,2,4,4,3,3216.3811090019117,1.7722377409962753,3010.9271767292175,1.659036420196828
2025-04-04 04:00:00.000 UTC,1,1,2,2,2,21.565575627099754,0.01202582744598081,20.579801815934914,0.011476158616451456
2025-04-04 10:00:00.000 UTC,1,1,2,2,2,11222.665431963196,6.26323125917514,10318.776033609682,5.759374862790568
2025-04-04 12:00:00.000 UTC,1,1,2,2,2,3957.478200262419,2.218859701640041,3673.0288271618488,2.0593840233251495
2025-04-04 20:00:00.000 UTC,7,7,14,13,8,125.76995052527153,0.06921775077338102,120.62694594310747,0.06638739577181135
